Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence_Score
IMG_2297,Unknown,fire (color-based),color analysis,,0.1
IMG_2298,Unknown,fire (color-based),color analysis,,0.08
IMG_2299,Unknown,fire (color-based),color analysis,,0.1
IMG_2300,Unknown,fire (color-based),color analysis,,0.2
IMG_2301,Unknown,surfboard,1 regions detected,,0.793
IMG_2302,Unknown,fire (color-based),color analysis,,0.08
IMG_2303,Unknown,fire (color-based),color analysis,,0.08
IMG_2304,Unknown,surfboard,1 regions detected,,0.879
IMG_2305,Unknown,frisbee,1 regions detected,,0.336
IMG_2306,Assault / Violence,person,1 regions detected,,0.31
IMG_2307,Unknown,fire (color-based),color analysis,,0.15
IMG_2308,Unknown,fire (color-based),color analysis,,0.16
IMG_2309,Unknown,fire (color-based),color analysis,,0.03
IMG_2310,Unknown,fire (color-based),color analysis,,0.1
IMG_2311,Unknown,tie,1 regions detected,,0.298
IMG_2312,Fire Scene,fire (color-based),color analysis,,0.54
IMG_2313,Assault / Violence,person,1 regions detected,,0.386
IMG_2314,Assault / Violence,person,1 regions detected,,0.518
IMG_2315,Unknown,fire (color-based),color analysis,,0.1
IMG_2316,Unknown,fire (color-based),color analysis,,0.02
IMG_2317,Unknown,fire (color-based),color analysis,,0.4
IMG_2318,Assault / Violence,"tie, person",3 regions detected,,0.324
IMG_2319,Assault / Violence,knife,1 regions detected,,0.401
IMG_2320,Unknown,fire (color-based),color analysis,,0.08
IMG_2321,Unknown,fire (color-based),color analysis,,0.07
IMG_2322,Unknown,fire (color-based),color analysis,,0.09
IMG_2323,Unknown,fire (color-based),color analysis,,0.06
IMG_2324,Unknown,fire (color-based),color analysis,,0.09
IMG_2325,Unknown,fire (color-based),color analysis,,0.09
IMG_2326,Unknown,carrot,1 regions detected,,0.292
IMG_2327,Unknown,fire (color-based),color analysis,,0.08
IMG_2328,Unknown,carrot,1 regions detected,,0.518
IMG_2329,Fire Scene,fire (color-based),color analysis,,0.85
IMG_2330,Fire Scene,fire (color-based),color analysis,,0.59
IMG_2331,Unknown,fire (color-based),color analysis,,0.05
IMG_2332,Assault / Violence,person,1 regions detected,,0.454
IMG_2333,Assault / Violence,person,1 regions detected,,0.308
IMG_2334,Unknown,fire (color-based),color analysis,,0.08
IMG_2335,Assault / Violence,"tie, person",2 regions detected,,0.424
IMG_2336,Assault / Violence,person,1 regions detected,,0.292
IMG_2337,Assault / Violence,person,1 regions detected,,0.695
IMG_2338,Assault / Violence,person,1 regions detected,,0.584
IMG_2339,Unknown,tie,1 regions detected,,0.528
IMG_2340,Assault / Violence,"tie, person",2 regions detected,,0.37
IMG_2341,Unknown,fire (color-based),color analysis,,0.09
IMG_2342,Unknown,fire (color-based),color analysis,,0.03
IMG_2343,Assault / Violence,"tie, person",2 regions detected,,0.726
IMG_2344,Unknown,fire (color-based),color analysis,,0.12
IMG_2345,Unknown,bed,1 regions detected,,0.265
IMG_2346,Assault / Violence,"train, person",2 regions detected,,0.397
IMG_2347,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2348,Fire Scene,fire (color-based),color analysis,,0.55
IMG_2349,Vehicle Accident,"car, person",5 regions detected,,0.606
IMG_2350,Assault / Violence,knife,1 regions detected,,0.308
IMG_2351,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2352,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2353,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2354,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2355,Unknown,fire (color-based),color analysis,,0.1
IMG_2356,Assault / Violence,person,1 regions detected,,0.331
IMG_2357,Assault / Violence,person,2 regions detected,,0.466
IMG_2358,Unknown,fire (color-based),color analysis,,0.11
IMG_2359,Unknown,tie,1 regions detected,,0.592
IMG_2360,Unknown,fire (color-based),color analysis,,0.1
IMG_2361,Unknown,fire (color-based),color analysis,,0.07
IMG_2362,Assault / Violence,person,1 regions detected,,0.29
IMG_2363,Assault / Violence,person,1 regions detected,,0.434
IMG_2364,Fire Scene,fire (color-based),color analysis,,0.56
IMG_2365,Unknown,fire (color-based),color analysis,,0.41
IMG_2366,Unknown,carrot,1 regions detected,,0.307
IMG_2367,Fire Scene,fire (color-based),color analysis,,0.66
IMG_2368,Unknown,fire (color-based),color analysis,,0.42
IMG_2369,Assault / Violence,knife,1 regions detected,,0.255
IMG_2370,Assault / Violence,person,1 regions detected,,0.286
IMG_2371,Fire Scene,tie,1 regions detected,,0.479
IMG_2372,Unknown,tie,1 regions detected,,0.801
IMG_2373,Fire Scene,fire (color-based),color analysis,,0.82
IMG_2374,Fire Scene,oven,1 regions detected,,0.51
IMG_2375,Fire Scene,fire (color-based),color analysis,,0.89
IMG_2376,Fire Scene,fire (color-based),color analysis,,0.75
IMG_2377,Fire Scene,fire (color-based),color analysis,,0.79
IMG_2378,Fire Scene,fire (color-based),color analysis,,0.82
IMG_2379,Fire Scene,"tie, book",2 regions detected,,0.332
IMG_2380,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2381,Fire Scene,fire (color-based),color analysis,,0.74
IMG_2382,Assault / Violence,person,3 regions detected,,0.594
IMG_2383,Assault / Violence,person,1 regions detected,,0.275
IMG_2384,Assault / Violence,person,2 regions detected,,0.493
IMG_2385,Unknown,fire (color-based),color analysis,,0.02
IMG_2386,Unknown,fire (color-based),color analysis,,0.06
IMG_2387,Unknown,fire (color-based),color analysis,,0.08
IMG_2388,Unknown,fire (color-based),color analysis,,0.06
IMG_2389,Assault / Violence,"train, person",2 regions detected,,0.703
IMG_2390,Assault / Violence,person,2 regions detected,,0.458
IMG_2391,Assault / Violence,"carrot, knife",2 regions detected,,0.386
IMG_2392,Unknown,carrot,1 regions detected,,0.374
IMG_2393,Fire Scene,tie,2 regions detected,,0.404
IMG_2394,Unknown,fire (color-based),color analysis,,0.29
IMG_2395,Unknown,fire (color-based),color analysis,,0.25
IMG_2396,Assault / Violence,person,1 regions detected,,0.663
IMG_2397,Unknown,fire (color-based),color analysis,,0.08
IMG_2398,Unknown,fire (color-based),color analysis,,0.1
IMG_2399,Assault / Violence,"carrot, dining table, tie, knife",4 regions detected,,0.558
IMG_2400,Assault / Violence,person,1 regions detected,,0.279
IMG_2401,Unknown,fire (color-based),color analysis,,0.2
IMG_2402,Unknown,parking meter,1 regions detected,,0.55
IMG_2403,Unknown,fire (color-based),color analysis,,0.12
IMG_2404,Unknown,fire (color-based),color analysis,,0.41
IMG_2405,Unknown,fire (color-based),color analysis,,0.2
IMG_2406,Unknown,fire (color-based),color analysis,,0.19
IMG_2407,Unknown,fire (color-based),color analysis,,0.09
IMG_2408,Unknown,fire (color-based),color analysis,,0.13
IMG_2409,Fire Scene,carrot,3 regions detected,,0.826
IMG_2410,Assault / Violence,person,1 regions detected,,0.257
IMG_2411,Assault / Violence,"carrot, knife",2 regions detected,,0.396
IMG_2412,Assault / Violence,"carrot, knife",4 regions detected,,0.67
IMG_2413,Fire Scene,carrot,2 regions detected,,0.817
IMG_2414,Fire Scene,carrot,2 regions detected,,0.511
IMG_2415,Fire Scene,fire (color-based),color analysis,,0.8
IMG_2416,Fire Scene,pizza,1 regions detected,,0.465
IMG_2417,Assault / Violence,"carrot, knife",5 regions detected,,0.696
IMG_2418,Unknown,tie,1 regions detected,,0.381
IMG_2419,Fire Scene,tie,1 regions detected,,0.281
IMG_2420,Unknown,fire (color-based),color analysis,,0.32
IMG_2421,Fire Scene,fire (color-based),color analysis,,0.7
IMG_2422,Assault / Violence,person,1 regions detected,,0.38
IMG_2423,Fire Scene,tie,2 regions detected,,0.747
IMG_2424,Unknown,carrot,1 regions detected,,0.501
IMG_2425,Unknown,fire (color-based),color analysis,,0.42
IMG_2426,Unknown,fire (color-based),color analysis,,0.32
IMG_2427,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2428,Fire Scene,carrot,3 regions detected,,0.412
IMG_2429,Fire Scene,carrot,3 regions detected,,0.888
IMG_2430,Assault / Violence,knife,1 regions detected,,0.294
IMG_2431,Fire Scene,carrot,1 regions detected,,0.266
IMG_2432,Fire Scene,carrot,1 regions detected,,0.471
IMG_2433,Assault / Violence,"carrot, knife",4 regions detected,,0.424
IMG_2434,Assault / Violence,knife,2 regions detected,,0.39
IMG_2435,Assault / Violence,"carrot, tie, knife",5 regions detected,,0.764
IMG_2436,Unknown,"carrot, bowl, tie",4 regions detected,,0.435
IMG_2437,Unknown,fire (color-based),color analysis,,0.37
IMG_2438,Unknown,carrot,1 regions detected,,0.317
IMG_2439,Unknown,fire (color-based),color analysis,,0.36
IMG_2440,Fire Scene,fire (color-based),color analysis,,0.51
IMG_2441,Unknown,carrot,1 regions detected,,0.467
IMG_2442,Assault / Violence,person,1 regions detected,,0.536
IMG_2443,Unknown,carrot,2 regions detected,,0.378
IMG_2444,Fire Scene,fire (color-based),color analysis,,0.75
IMG_2445,Unknown,carrot,1 regions detected,,0.254
IMG_2446,Unknown,fire (color-based),color analysis,,0.02
IMG_2447,Unknown,fire (color-based),color analysis,,0.05
IMG_2448,Unknown,fire (color-based),color analysis,,0.05
IMG_2449,Unknown,tie,1 regions detected,,0.293
IMG_2450,Unknown,umbrella,1 regions detected,,0.269
IMG_2451,Unknown,clock,1 regions detected,,0.344
IMG_2452,Unknown,fire (color-based),color analysis,,0.05
IMG_2453,Vehicle Accident,"car, truck",3 regions detected,,0.678
IMG_2454,Unknown,"carrot, bowl, hot dog",3 regions detected,,0.376
IMG_2455,Assault / Violence,"carrot, knife",3 regions detected,,0.561
IMG_2456,Unknown,carrot,2 regions detected,,0.449
IMG_2457,Unknown,carrot,1 regions detected,,0.466
IMG_2458,Assault / Violence,person,1 regions detected,,0.441
IMG_2459,Unknown,carrot,2 regions detected,,0.618
IMG_2460,Unknown,carrot,2 regions detected,,0.676
IMG_2461,Unknown,carrot,1 regions detected,,0.324
IMG_2462,Unknown,fire (color-based),color analysis,,0.24
IMG_2463,Unknown,fire (color-based),color analysis,,0.37
IMG_2464,Unknown,fire (color-based),color analysis,ne .,0.17
IMG_2465,Unknown,fire (color-based),color analysis,,0.37
IMG_2466,Unknown,fire (color-based),color analysis,,0.18
IMG_2467,Unknown,traffic light,2 regions detected,,0.549
IMG_2468,Unknown,fire (color-based),color analysis,,0.14
IMG_2469,Unknown,tie,1 regions detected,"Pe"". ’",0.554
IMG_2470,Unknown,tie,1 regions detected,,0.266
IMG_2471,Unknown,fire (color-based),color analysis,,0.14
IMG_2472,Unknown,tie,1 regions detected,,0.4
IMG_2473,Unknown,tie,1 regions detected,,0.622
IMG_2474,Unknown,fire (color-based),color analysis,,0.02
IMG_2475,Unknown,fire (color-based),color analysis,,0.02
IMG_2476,Assault / Violence,"tie, person",2 regions detected,,0.582
IMG_2477,Unknown,fire (color-based),color analysis,,0.03
IMG_2478,Unknown,fire (color-based),color analysis,,0.03
IMG_2479,Unknown,fire (color-based),color analysis,,0.02
IMG_2480,Unknown,fire (color-based),color analysis,,0.02
IMG_2481,Fire Scene,dining table,1 regions detected,,0.284
IMG_2482,Assault / Violence,"tie, person",2 regions detected,,0.341
IMG_2483,Assault / Violence,person,1 regions detected,,0.598
IMG_2484,Assault / Violence,person,1 regions detected,,0.279
IMG_2485,Unknown,fire (color-based),color analysis,,0.37
IMG_2486,Fire Scene,carrot,1 regions detected,,0.619
IMG_2487,Unknown,"carrot, dining table, tie",3 regions detected,,0.341
IMG_2488,Unknown,"carrot, dining table",2 regions detected,,0.52
IMG_2489,Unknown,fire (color-based),color analysis,,0.03
IMG_2490,Fire Scene,"tv, tie",2 regions detected,,0.28
IMG_2491,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2492,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2493,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2494,Fire Scene,fire (color-based),color analysis,‘Jame,0.99
IMG_2495,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2496,Fire Scene,tv,1 regions detected,,0.456
IMG_2497,Fire Scene,tv,1 regions detected,,0.277
IMG_2498,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2499,Fire Scene,pizza,1 regions detected,,0.458
IMG_2500,Fire Scene,pizza,1 regions detected,,0.633
IMG_2501,Assault / Violence,knife,1 regions detected,,0.372
IMG_2502,Fire Scene,"pizza, tie",2 regions detected,,0.444
IMG_2503,Fire Scene,tie,1 regions detected,,0.685
IMG_2504,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2505,Assault / Violence,knife,1 regions detected,,0.635
IMG_2506,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2507,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2508,Unknown,carrot,1 regions detected,,0.693
IMG_2509,Unknown,"bed, tie",2 regions detected,,0.31
IMG_2510,Unknown,donut,1 regions detected,,0.61
IMG_2511,Unknown,"carrot, dining table",2 regions detected,,0.354
IMG_2512,Unknown,fire (color-based),color analysis,,0.21
IMG_2513,Unknown,"carrot, dining table, tie",4 regions detected,,0.612
IMG_2514,Unknown,fire (color-based),color analysis,,0.19
IMG_2515,Assault / Violence,person,1 regions detected,,0.556
IMG_2516,Unknown,"carrot, tie",4 regions detected,,0.445
IMG_2517,Unknown,fire (color-based),color analysis,,0.0
IMG_2518,Unknown,fire (color-based),color analysis,,0.02
IMG_2519,Unknown,fire (color-based),color analysis,,0.02
IMG_2520,Unknown,fire (color-based),color analysis,,0.01
IMG_2521,Unknown,fire (color-based),color analysis,,0.0
IMG_2522,Unknown,fire (color-based),color analysis,,0.01
IMG_2523,Unknown,fire (color-based),color analysis,,0.02
IMG_2524,Unknown,tv,1 regions detected,,0.383
IMG_2525,Assault / Violence,"tv, person",2 regions detected,,0.336
IMG_2526,Unknown,train,1 regions detected,,0.408
IMG_2527,Unknown,fire (color-based),color analysis,,0.01
IMG_2528,Unknown,fire (color-based),color analysis,,0.04
IMG_2529,Unknown,fire (color-based),color analysis,,0.04
IMG_2530,Unknown,tie,1 regions detected,,0.254
IMG_2531,Unknown,fire (color-based),color analysis,,0.01
IMG_2532,Unknown,fire (color-based),color analysis,,0.0
IMG_2533,Unknown,fire (color-based),color analysis,,0.04
IMG_2534,Unknown,fire (color-based),color analysis,,0.02
IMG_2535,Fire Scene,carrot,1 regions detected,,0.45
IMG_2536,Unknown,carrot,1 regions detected,,0.33
IMG_2537,Fire Scene,carrot,1 regions detected,,0.732
IMG_2538,Fire Scene,"carrot, hot dog",2 regions detected,,0.522
IMG_2539,Unknown,fire (color-based),color analysis,,0.48
IMG_2540,Unknown,fire (color-based),color analysis,,0.46
IMG_2541,Unknown,"carrot, tie",2 regions detected,,0.556
IMG_2542,Unknown,carrot,1 regions detected,,0.52
IMG_2543,Fire Scene,fire (color-based),color analysis,,0.53
IMG_2544,Fire Scene,bottle,1 regions detected,,0.274
IMG_2545,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2546,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2547,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2548,Fire Scene,fire (color-based),color analysis,Soa aa,0.99
IMG_2549,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2550,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2551,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2552,Fire Scene,"carrot, tie",4 regions detected,,0.296
IMG_2553,Unknown,carrot,1 regions detected,,0.621
IMG_2554,Unknown,carrot,1 regions detected,,0.646
IMG_2555,Unknown,carrot,1 regions detected,,0.417
IMG_2556,Unknown,carrot,1 regions detected,,0.598
IMG_2557,Assault / Violence,person,1 regions detected,,0.483
IMG_2558,Unknown,"carrot, tie",2 regions detected,,0.315
IMG_2559,Fire Scene,fire (color-based),color analysis,,0.53
IMG_2560,Fire Scene,carrot,1 regions detected,,0.388
IMG_2561,Unknown,fire (color-based),color analysis,,0.47
IMG_2562,Unknown,fire (color-based),color analysis,,0.27
IMG_2563,Vehicle Accident,truck,2 regions detected,,0.498
IMG_2564,Unknown,fire (color-based),color analysis,,0.24
IMG_2565,Unknown,fire (color-based),color analysis,,0.29
IMG_2566,Unknown,tie,1 regions detected,,0.411
IMG_2567,Unknown,fire (color-based),color analysis,,0.33
IMG_2568,Unknown,train,1 regions detected,,0.403
IMG_2569,Unknown,fire (color-based),color analysis,,0.22
IMG_2570,Unknown,tie,2 regions detected,,0.46
IMG_2571,Assault / Violence,"carrot, knife",2 regions detected,,0.572
IMG_2572,Fire Scene,pizza,1 regions detected,,0.342
IMG_2573,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2574,Fire Scene,"train, clock",2 regions detected,,0.617
IMG_2575,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2576,Fire Scene,stop sign,1 regions detected,,0.46
IMG_2577,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2578,Fire Scene,clock,1 regions detected,,0.576
IMG_2579,Fire Scene,pizza,1 regions detected,,0.408
IMG_2580,Fire Scene,carrot,2 regions detected,,0.563
IMG_2581,Unknown,fire (color-based),color analysis,,0.03
IMG_2582,Unknown,carrot,3 regions detected,,0.448
IMG_2583,Unknown,fire (color-based),color analysis,,0.49
IMG_2584,Fire Scene,"hot dog, tie",3 regions detected,,0.532
IMG_2585,Fire Scene,"carrot, hot dog",2 regions detected,,0.385
IMG_2586,Unknown,fire (color-based),color analysis,,0.22
IMG_2587,Unknown,fire (color-based),color analysis,,0.12
IMG_2588,Fire Scene,carrot,2 regions detected,,0.628
IMG_2589,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2590,Fire Scene,fire (color-based),color analysis,ye a,0.99
IMG_2591,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2592,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2593,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2594,Fire Scene,train,1 regions detected,,0.335
IMG_2595,Fire Scene,wine glass,1 regions detected,,0.351
IMG_2596,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2597,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2598,Unknown,fire (color-based),color analysis,,0.27
IMG_2599,Unknown,fire (color-based),color analysis,,0.35
IMG_2600,Unknown,tie,1 regions detected,,0.786
IMG_2601,Unknown,fire (color-based),color analysis,,0.32
IMG_2602,Unknown,tie,2 regions detected,,0.467
IMG_2603,Unknown,fire (color-based),color analysis,,0.33
IMG_2604,Unknown,fire (color-based),color analysis,,0.13
IMG_2605,Unknown,fire (color-based),color analysis,,0.45
IMG_2606,Unknown,tie,1 regions detected,,0.297
IMG_2607,Unknown,carrot,1 regions detected,,0.612
IMG_2608,Unknown,carrot,1 regions detected,,0.552
IMG_2609,Unknown,carrot,1 regions detected,,0.373
IMG_2610,Assault / Violence,person,1 regions detected,,0.417
IMG_2611,Unknown,carrot,1 regions detected,,0.378
IMG_2612,Unknown,"hot dog, dining table, tie, carrot",4 regions detected,,0.719
IMG_2613,Fire Scene,carrot,1 regions detected,,0.448
IMG_2614,Fire Scene,fire (color-based),color analysis,,0.51
IMG_2615,Unknown,carrot,1 regions detected,,0.546
IMG_2616,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2617,Fire Scene,fire (color-based),color analysis,,0.85
IMG_2618,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2619,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2620,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2621,Assault / Violence,person,1 regions detected,,0.366
IMG_2622,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2623,Assault / Violence,"tie, knife",2 regions detected,,0.386
IMG_2624,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2625,Assault / Violence,knife,1 regions detected,,0.291
IMG_2626,Fire Scene,fire (color-based),color analysis,,0.55
IMG_2627,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2628,Fire Scene,fire (color-based),color analysis,,0.9
IMG_2629,Fire Scene,"pizza, fork",2 regions detected,,0.508
IMG_2630,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2631,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2632,Fire Scene,fork,1 regions detected,,0.596
IMG_2633,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2634,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2635,Assault / Violence,"pizza, knife",2 regions detected,,0.364
IMG_2636,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2637,Assault / Violence,knife,1 regions detected,,0.264
IMG_2638,Assault / Violence,"pizza, knife",2 regions detected,,0.7
IMG_2639,Assault / Violence,"pizza, knife",2 regions detected,,0.506
IMG_2640,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2641,Fire Scene,pizza,1 regions detected,,0.251
IMG_2642,Fire Scene,"wine glass, bottle",2 regions detected,,0.333
IMG_2643,Assault / Violence,"traffic light, person",4 regions detected,,0.697
IMG_2644,Unknown,fire (color-based),color analysis,,0.22
IMG_2645,Unknown,fire (color-based),color analysis,,0.4
IMG_2646,Unknown,carrot,2 regions detected,,0.411
IMG_2647,Unknown,carrot,1 regions detected,,0.305
IMG_2648,Assault / Violence,person,3 regions detected,,0.834
IMG_2649,Assault / Violence,person,1 regions detected,,0.332
IMG_2650,Unknown,fire (color-based),color analysis,,0.16
IMG_2651,Unknown,fire (color-based),color analysis,,0.12
IMG_2652,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2653,Fire Scene,chair,1 regions detected,,0.509
IMG_2654,Fire Scene,oven,1 regions detected,,0.318
IMG_2655,Fire Scene,chair,1 regions detected,,0.494
IMG_2656,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2657,Fire Scene,tv,1 regions detected,,0.307
IMG_2658,Fire Scene,potted plant,1 regions detected,,0.327
IMG_2659,Fire Scene,fire (color-based),color analysis,,0.97
IMG_2660,Fire Scene,fire (color-based),color analysis,,0.79
IMG_2661,Unknown,vase,1 regions detected,,0.501
IMG_2662,Unknown,fire (color-based),color analysis,,0.0
IMG_2663,Unknown,"potted plant, bench, couch",3 regions detected,,0.837
IMG_2664,Fire Scene,fire (color-based),color analysis,,0.67
IMG_2665,Assault / Violence,person,1 regions detected,,0.402
IMG_2666,Unknown,carrot,1 regions detected,,0.274
IMG_2667,Unknown,fire (color-based),color analysis,,0.37
IMG_2668,Unknown,fire (color-based),color analysis,,0.45
IMG_2669,Unknown,"carrot, tie",2 regions detected,,0.362
IMG_2670,Unknown,carrot,1 regions detected,,0.462
IMG_2671,Unknown,tie,1 regions detected,,0.707
IMG_2672,Fire Scene,fire (color-based),color analysis,,0.65
IMG_2673,Unknown,"tie, clock",2 regions detected,,0.671
IMG_2674,Unknown,tie,1 regions detected,,0.404
IMG_2675,Unknown,fire (color-based),color analysis,,0.09
IMG_2676,Unknown,"tv, clock",3 regions detected,,0.395
IMG_2677,Unknown,fire (color-based),color analysis,,0.09
IMG_2678,Unknown,tie,1 regions detected,,0.639
IMG_2679,Unknown,fire (color-based),color analysis,,0.06
IMG_2680,Unknown,fire (color-based),color analysis,,0.02
IMG_2681,Unknown,fire (color-based),color analysis,,0.03
IMG_2682,Unknown,fire (color-based),color analysis,,0.09
IMG_2683,Unknown,carrot,1 regions detected,,0.446
IMG_2684,Fire Scene,tie,1 regions detected,,0.351
IMG_2685,Unknown,fire (color-based),color analysis,,0.02
IMG_2686,Unknown,fire (color-based),color analysis,,0.34
IMG_2687,Unknown,tie,2 regions detected,,0.354
IMG_2688,Unknown,fire (color-based),color analysis,,0.29
IMG_2689,Unknown,fire (color-based),color analysis,,0.49
IMG_2690,Unknown,fire (color-based),color analysis,,0.3
IMG_2691,Unknown,fire (color-based),color analysis,,0.33
IMG_2692,Unknown,fire (color-based),color analysis,,0.06
IMG_2693,Unknown,carrot,1 regions detected,,0.325
IMG_2694,Unknown,fire (color-based),color analysis,,0.39
IMG_2695,Unknown,fire (color-based),color analysis,,0.03
IMG_2696,Unknown,fire (color-based),color analysis,,0.08
IMG_2697,Unknown,tie,1 regions detected,,0.669
IMG_2698,Assault / Violence,person,1 regions detected,,0.346
IMG_2699,Unknown,fire (color-based),color analysis,,0.33
IMG_2700,Assault / Violence,"cup, person",2 regions detected,,0.304
IMG_2701,Unknown,carrot,1 regions detected,,0.316
IMG_2702,Unknown,fire (color-based),color analysis,,0.26
IMG_2703,Fire Scene,"carrot, tie",2 regions detected,,0.573
IMG_2704,Unknown,fire (color-based),color analysis,,0.04
IMG_2705,Assault / Violence,"carrot, knife",2 regions detected,,0.336
IMG_2706,Unknown,tie,2 regions detected,,0.333
IMG_2707,Unknown,fire (color-based),color analysis,,0.19
IMG_2708,Assault / Violence,knife,1 regions detected,,0.318
IMG_2709,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2710,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2711,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2712,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2713,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2714,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2715,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2716,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2717,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2718,Unknown,fire (color-based),color analysis,,0.28
IMG_2719,Unknown,carrot,1 regions detected,,0.478
IMG_2720,Unknown,"carrot, tie",3 regions detected,,0.48
IMG_2721,Unknown,fire (color-based),color analysis,,0.09
IMG_2722,Unknown,fire (color-based),color analysis,,0.38
IMG_2723,Unknown,carrot,1 regions detected,,0.351
IMG_2724,Unknown,hot dog,1 regions detected,,0.259
IMG_2725,Assault / Violence,knife,1 regions detected,,0.322
IMG_2726,Assault / Violence,person,1 regions detected,,0.378
IMG_2727,Fire Scene,fire (color-based),color analysis,,0.65
IMG_2728,Fire Scene,pizza,2 regions detected,,0.331
IMG_2729,Fire Scene,pizza,1 regions detected,,0.337
IMG_2730,Fire Scene,fire (color-based),color analysis,,0.76
IMG_2731,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2732,Fire Scene,fire (color-based),color analysis,,0.71
IMG_2733,Fire Scene,fire (color-based),color analysis,,0.72
IMG_2734,Fire Scene,fire (color-based),color analysis,,0.83
IMG_2735,Fire Scene,fire (color-based),color analysis,,0.78
IMG_2736,Fire Scene,fire (color-based),color analysis,,0.69
IMG_2737,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2738,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2739,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2740,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2741,Assault / Violence,"carrot, knife",2 regions detected,,0.428
IMG_2742,Assault / Violence,knife,1 regions detected,,0.373
IMG_2743,Fire Scene,pizza,1 regions detected,,0.375
IMG_2744,Fire Scene,pizza,1 regions detected,,0.328
IMG_2745,Unknown,fire (color-based),color analysis,,0.08
IMG_2746,Unknown,fire (color-based),color analysis,,0.04
IMG_2747,Assault / Violence,person,1 regions detected,,0.524
IMG_2748,Unknown,carrot,1 regions detected,,0.416
IMG_2749,Unknown,fire (color-based),color analysis,,0.29
IMG_2750,Unknown,fire (color-based),color analysis,,0.23
IMG_2751,Unknown,carrot,1 regions detected,,0.623
IMG_2752,Fire Scene,tie,2 regions detected,,0.542
IMG_2753,Unknown,fire (color-based),color analysis,,0.23
IMG_2754,Unknown,hot dog,1 regions detected,,0.25
IMG_2755,Unknown,tie,1 regions detected,,0.362
IMG_2756,Unknown,fire (color-based),color analysis,,0.01
IMG_2757,Unknown,fire (color-based),color analysis,,0.29
IMG_2758,Assault / Violence,person,1 regions detected,,0.411
IMG_2759,Unknown,fire (color-based),color analysis,,0.06
IMG_2760,Unknown,tie,1 regions detected,,0.276
IMG_2761,Assault / Violence,"tie, person",2 regions detected,,0.499
